name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
Tomcat,6.0.389418,org.apache.coyote.http11.filters.VoidOutputFilter,8,1,0,6,14,26,2,0,7,1,39,1,2,0,0.392857143,0,0,3.5,1,0.75,0
Tomcat,6.0.389418,org.apache.el.parser.AstGreaterThan,2,4,0,4,5,1,1,0,2,2,36,0,0,0.975609756,0.666666667,1,1,17,1,0.5,0
Tomcat,6.0.389418,org.apache.coyote.Request,56,1,0,49,89,1310,40,0,56,0.956473829,583,1,24,0,0.1375,0,0,8.821428571,5,1.1964,0
Tomcat,6.0.389418,javax.el.MethodNotFoundException,4,5,1,0,8,6,0,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
Tomcat,6.0.389418,org.apache.naming.EjbRef,3,2,0,3,8,3,3,0,3,1.5,73,0,0,0.9375,0.833333333,0,0,22,3,1,0
Tomcat,6.0.389418,org.apache.jasper.compiler.Compiler,16,1,2,38,91,58,23,0,13,0.777777778,717,0.888888889,7,0,0.28,0,0,43.25,15,1.9375,1
Tomcat,6.0.389418,javax.servlet.ServletContextAttributeListener,3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,0
Tomcat,6.0.389418,org.apache.el.MethodExpressionLiteral,10,3,0,3,24,3,1,0,10,0.481481481,114,1,0,0.428571429,0.211111111,1,1,10.1,3,1,0
Tomcat,6.0.389418,org.apache.naming.ResourceEnvRef,3,2,0,2,7,3,2,0,3,1.5,30,0,0,0.9375,0.833333333,0,0,8.666666667,3,1,0
Tomcat,6.0.389418,org.apache.catalina.mbeans.StandardServerMBean,3,2,0,5,8,3,0,0,2,1,27,1,0,0.976190476,1,0,0,7.666666667,1,0.3333,0
Tomcat,6.0.389418,org.apache.naming.NamingService,11,2,0,1,25,35,0,0,11,0.65,283,1,0,0.411764706,0.318181818,0,0,24.36363636,2,1.1818,0
Tomcat,6.0.389418,org.apache.catalina.startup.WebRuleSet,4,2,0,12,22,2,1,0,4,0.583333333,1700,1,3,0.5,0.5,1,1,423,1,0.5,2
Tomcat,6.0.389418,org.apache.naming.resources.ImmutableNameNotFoundException,6,5,0,1,7,15,1,0,6,2,14,0,0,0.864864865,0.458333333,1,1,1.333333333,1,0.8333,0
Tomcat,6.0.389418,javax.servlet.jsp.tagext.JspTag,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Tomcat,6.0.389418,org.apache.tomcat.util.net.jsse.JSSE13SocketFactory,6,3,0,8,33,3,1,0,1,0.4,177,1,0,0.827586207,0.4,1,6,28.33333333,1,0.8333,0
Tomcat,6.0.389418,org.apache.catalina.realm.MemoryRuleSet,3,2,0,6,9,1,2,0,3,0,35,1,0,0.666666667,0.555555556,1,1,10.33333333,1,0.3333,0
Tomcat,6.0.389418,org.apache.tomcat.jni.Pool,14,1,0,3,15,91,3,0,14,2,17,0,0,0,0.285714286,0,0,0.214285714,1,0.9286,0
Tomcat,6.0.389418,javax.servlet.jsp.JspEngineInfo,2,1,1,0,3,1,0,0,2,2,5,0,0,0,1,0,0,1.5,1,0.5,0
Tomcat,6.0.389418,org.apache.jk.common.HandlerRequest,22,2,0,20,145,127,0,0,15,0.867346939,1226,0.857142857,1,0.545454545,0.306122449,2,2,54.09090909,10,2.3182,0
Tomcat,6.0.389418,org.apache.coyote.http11.Http11Processor,51,1,0,40,207,999,4,0,38,0.907222222,2594,1,9,0,0.092,0,0,49.15686275,41,4.1373,4
Tomcat,6.0.389418,org.apache.catalina.realm.Constants,1,1,0,0,2,0,0,0,1,2,10,0,0,0,1,0,0,3,0,0,0
Tomcat,6.0.389418,org.apache.el.parser.AstAnd,2,4,0,4,6,1,1,0,2,2,33,0,0,0.975609756,0.666666667,1,1,15.5,1,0.5,0
Tomcat,6.0.389418,org.apache.catalina.valves.FastCommonAccessLogValve,33,2,0,9,93,378,0,0,26,0.900862069,995,1,2,0.392156863,0.1875,0,0,28.27272727,6,1.4848,0
Tomcat,6.0.389418,org.apache.naming.NamingContextEnumeration,6,1,0,4,12,3,3,0,6,0.2,40,1,0,0,0.583333333,0,0,5.5,1,0.8333,0
Tomcat,6.0.389418,org.apache.jasper.compiler.SmapGenerator,8,1,0,2,31,12,1,0,8,0.457142857,259,1,0,0,0.325,0,0,30.75,5,1.5,0
Tomcat,6.0.389418,org.apache.catalina.core.ApplicationHttpRequest,37,3,0,8,97,508,2,0,21,0.895424837,981,1,3,0.619565217,0.242063492,2,3,25.05405405,11,2.7568,0
Tomcat,6.0.389418,org.apache.tomcat.util.buf.B2CConverter,8,1,1,11,21,10,5,0,4,0.734693878,108,0.714285714,2,0,0.428571429,0,0,11.625,2,0.75,1
Tomcat,6.0.389418,javax.servlet.jsp.tagext.TagFileInfo,4,1,0,0,5,0,0,0,4,0.666666667,28,1,1,0,0.5,0,0,5.25,1,0.75,0
Tomcat,6.0.389418,org.apache.catalina.startup.SetParentClassLoaderRule,2,2,0,5,8,0,1,0,2,0,32,0,0,0.916666667,0.625,0,0,14.5,1,0.5,0
Tomcat,6.0.389418,javax.servlet.jsp.tagext.PageData,2,1,1,0,3,1,0,0,2,2,5,0,0,0,1,0,0,1.5,1,0.5,0
Tomcat,6.0.389418,org.apache.catalina.Authenticator,0,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Tomcat,6.0.389418,org.apache.el.lang.ExpressionBuilder,9,1,0,19,46,8,3,0,5,0.4375,350,1,3,0,0.3125,0,0,37.44444444,1,0.7778,0
Tomcat,6.0.389418,org.apache.catalina.ant.ListTask,2,5,0,2,5,1,0,0,2,2,11,0,0,0.985507246,1,1,1,4.5,1,0.5,0
Tomcat,6.0.389418,org.apache.catalina.core.Constants,1,1,0,0,2,0,0,0,1,2,9,0,0,0,1,0,0,3,0,0,1
Tomcat,6.0.389418,org.apache.tomcat.util.net.puretls.PureTLSSupport,7,1,0,9,36,0,1,0,5,0.416666667,181,0.5,0,0,0.444444444,0,0,24.57142857,1,0.7143,0
Tomcat,6.0.389418,org.apache.catalina.ant.jmx.Arg,6,1,0,2,7,7,2,0,6,0.7,29,0,0,0,0.75,0,0,3.5,1,0.8333,0
Tomcat,6.0.389418,org.apache.jk.config.GeneratorJk1,11,1,0,2,23,15,1,0,11,0.7,167,0,1,0,0.318181818,0,0,13.72727273,2,1,0
Tomcat,6.0.389418,org.apache.tomcat.jni.Poll,10,1,0,4,11,45,3,0,10,1.111111111,24,0,0,0,0.34,0,0,0.3,1,0.9,0
Tomcat,6.0.389418,org.apache.catalina.core.StandardHost,42,2,0,26,98,683,10,0,41,0.948350072,962,1,0,0.633027523,0.25203252,2,7,21.5,10,1.5476,0
Tomcat,6.0.389418,org.apache.jasper.compiler.JasperTagInfo,3,2,0,2,4,0,2,0,3,0,31,1,0,0.894736842,0.444444444,0,0,9,2,1,0
Tomcat,6.0.389418,org.apache.catalina.util.StringManager,10,1,0,79,37,39,76,0,7,0.592592593,296,1,0,0,0.611111111,0,0,28.3,5,1.5,0
Tomcat,6.0.389418,org.apache.catalina.LifecycleException,7,3,0,35,12,11,35,0,7,0.166666667,77,1,0,0.85,0.523809524,1,2,9.714285714,4,0.8571,0
Tomcat,6.0.389418,org.apache.tomcat.util.http.NamesEnumerator,4,1,0,2,9,0,1,0,2,0.25,91,0,1,0,0.625,0,0,20.75,5,2,0
Tomcat,6.0.389418,org.apache.tomcat.util.buf.ReadConvertor,4,3,0,2,6,6,1,0,4,1,21,1,1,0.833333333,0.4,1,2,4,1,0.75,0
Tomcat,6.0.389418,javax.el.ExpressionFactory,5,1,1,0,6,10,0,0,5,2,8,0,0,0,0.533333333,0,0,0.6,1,0.8,0
Tomcat,6.0.389418,org.apache.coyote.http11.InternalAprOutputBuffer,30,1,0,14,71,135,2,0,22,0.780788177,836,1,6,0,0.162068966,0,0,26.4,6,1.6333,0
Tomcat,6.0.389418,org.apache.catalina.users.MemoryRole,3,2,0,3,9,1,1,0,2,0.5,59,1,1,0.75,0.555555556,0,0,18.33333333,2,1,0
Tomcat,6.0.389418,org.apache.catalina.Role,5,1,0,18,5,10,18,0,5,2,5,0,0,0,0.7,0,0,0,1,1,0
Tomcat,6.0.389418,org.apache.tomcat.util.digester.SetPropertiesRule,7,2,0,4,25,9,1,0,7,0.5,331,1,0,0.785714286,0.342857143,2,2,46,5,1,0
Tomcat,6.0.389418,org.apache.catalina.ant.JMXQueryTask,4,5,0,2,11,0,0,0,4,0,56,1,0,0.957746479,0.625,2,2,12.75,1,0.75,0
Tomcat,6.0.389418,org.apache.catalina.util.ResourceSet,10,4,0,2,20,0,1,0,9,0.388888889,92,1,1,0.848484848,0.296296296,2,2,8,2,0.8,0
Tomcat,6.0.389418,org.apache.catalina.startup.LifecycleListenerRule,2,2,0,7,8,0,3,0,2,0,44,1,0,0.916666667,0.833333333,0,0,20,1,0.5,0
Tomcat,6.0.389418,org.apache.catalina.deploy.SecurityCollection,17,1,0,6,32,72,3,0,16,0.7125,378,1,0,0,0.8125,0,0,20.94117647,7,2.2353,0
Tomcat,6.0.389418,org.apache.tomcat.util.digester.PathCallParamRule,3,2,0,2,11,0,1,0,3,0,52,1,0,0.846153846,0.5,0,0,16,1,0.6667,0
Tomcat,6.0.389418,org.apache.coyote.http11.Constants,2,1,0,5,4,1,4,0,1,1.76744186,79,0,0,0,1,0,0,17,0,0,1
Tomcat,6.0.389418,org.apache.el.parser.ArithmeticNode,2,3,5,7,3,1,5,0,2,2,8,0,0,0.975,0.666666667,0,0,3,1,0.5,0
Tomcat,6.0.389418,org.apache.coyote.http11.Http11AprProtocol,118,1,0,10,210,3267,1,0,104,0.928547009,1160,0.92,4,0,0.130536131,0,0,8.618644068,3,1.0424,1
Tomcat,6.0.389418,org.apache.catalina.authenticator.Constants,1,1,0,0,2,0,0,0,1,2,23,0,0,0,1,0,0,3,0,0,1
Tomcat,6.0.389418,org.apache.catalina.mbeans.StandardServiceMBean,2,2,0,2,4,1,0,0,1,1,9,1,0,1,1,0,0,3,0,0,0
Tomcat,6.0.389418,javax.servlet.jsp.el.ScopedAttributeELResolver,8,2,0,0,35,28,0,0,7,2,343,0,0,0.5,0.525,0,0,41.875,6,1.75,0
Tomcat,6.0.389418,org.apache.naming.resources.DirContextURLStreamHandler,16,2,1,6,42,34,5,0,13,0.644444444,287,1,0,0.48,0.186666667,0,0,16.75,7,1.8125,0
Tomcat,6.0.389418,org.apache.jasper.runtime.JspApplicationContextImpl,8,1,0,4,35,12,2,0,6,0.666666667,204,1,2,0,0.285714286,0,0,23.75,3,1.625,0
Tomcat,6.0.389418,org.apache.catalina.Manager,34,1,0,19,34,561,19,0,34,2,34,0,0,0,0.210084034,0,0,0,1,1,0
Tomcat,6.0.389418,org.apache.jasper.compiler.ErrorHandler,4,1,0,4,4,6,2,0,4,2,4,0,0,0,0.6,0,0,0,1,1,0
Tomcat,6.0.389418,org.apache.tomcat.util.buf.WriteConvertor,5,3,0,2,11,8,1,0,5,0.75,37,1,1,0.833333333,0.36,1,1,6.2,1,0.8,0
