name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
WorkFlow,1,pl.workflow.model.dao.user.CDaoUser,6,4,0,5,12,15,1,4,6,2,36,0,0,0.838709677,0.366666667,0,0,5,1,0.8333,1
WorkFlow,1,pl.workflow.model.dao.user.CDaoUserData,2,4,0,5,4,1,1,4,2,2,10,0,0,0.962962963,0.666666667,0,0,4,1,0.5,1
WorkFlow,1,pl.workflow.model.step.CModelStep,7,2,0,11,8,15,10,1,7,0.833333333,34,1,0,0.5,0.476190476,0,0,3.428571429,1,0.8571,0
WorkFlow,1,pl.workflow.services.ProcessServiceImpl,8,1,0,5,14,0,3,2,8,0.142857143,47,1,1,0,0.325,0,0,4.75,1,0.875,1
WorkFlow,1,pl.workflow.action.CActionLoginCheck,2,3,0,1,4,1,0,1,2,2,9,1,0,0.980392157,1,1,1,3,1,0.5,1
WorkFlow,1,pl.workflow.action.user.CActionUserDoTheWork,86,3,0,13,157,3205,0,13,83,0.955080214,861,1,6,0.37037037,0.124735729,1,2,8.627906977,5,1.0465,1
WorkFlow,1,pl.util.MessageTag,1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,0
WorkFlow,1,pl.workflow.action.user.CActionLogin,10,3,0,4,27,19,0,4,10,0.866666667,115,1,2,0.847457627,0.433333333,1,1,10,1,0.9,1
WorkFlow,1,pl.workflow.model.dao.projectprocess.CDaoProjectProcess,4,4,0,5,8,6,1,4,4,2,22,0,0,0.896551724,0.5,0,0,4.5,1,0.75,1
WorkFlow,1,pl.workflow.model.dao.project.CDaoProject,7,4,0,6,14,21,1,5,7,2,39,0,0,0.8125,0.371428571,0,0,4.571428571,1,0.8571,0
WorkFlow,1,pl.workflow.services.MessageServiceImpl,7,1,0,5,20,0,2,3,7,0,75,1,1,0,0.428571429,0,0,9.571428571,5,1.4286,1
WorkFlow,1,pl.workflow.model.dao.stepprocess.CDaoStepProcess,4,4,0,6,8,6,1,5,4,2,22,0,0,0.896551724,0.5,0,0,4.5,1,0.75,0
WorkFlow,1,pl.workflow.model.dao.process.CDaoProcess,6,4,0,5,12,15,1,4,6,2,35,0,0,0.838709677,0.366666667,0,0,4.833333333,1,0.8333,1
WorkFlow,1,pl.workflow.model.dao.CDaoRootObject,14,3,10,19,42,91,12,9,2,2,170,0,0,0.5,0.285714286,0,0,11.14285714,4,1.2143,0
WorkFlow,1,pl.workflow.model.dao.projectstep.CDaoProjectStep,6,4,0,6,12,15,1,5,6,2,34,0,0,0.838709677,0.4,0,0,4.666666667,1,0.8333,0
WorkFlow,1,pl.workflow.model.CModelRootObject,7,1,10,21,8,15,21,0,7,0.833333333,34,1,0,0,0.476190476,0,0,3.428571429,1,0.8571,0
WorkFlow,1,pl.util.ProjectPhase,5,1,0,1,12,4,1,0,4,1.166666667,121,0,0,0,0.5,0,0,21.4,4,1.8,1
WorkFlow,1,pl.workflow.services.StepServiceImpl,14,1,0,12,42,15,4,8,14,0.641025641,182,1,3,0,0.178571429,0,0,11.78571429,3,1.2857,0
WorkFlow,1,pl.workflow.model.dao.message.CDaoMessage,4,4,0,6,8,6,1,5,4,2,22,0,0,0.896551724,0.5,0,0,4.5,1,0.75,0
WorkFlow,1,pl.workflow.model.dao.step.CDaoStep,5,4,0,6,10,10,2,4,5,2,27,0,0,0.866666667,0.45,0,0,4.4,1,0.8,0
WorkFlow,1,pl.workflow.services.ProjectServiceImpl,24,1,0,13,67,94,3,10,24,0.739130435,274,1,4,0,0.175,0,0,10.25,6,1.2917,1
WorkFlow,1,pl.workflow.action.step.CActionStepDoTheWork,21,3,0,5,35,142,0,5,21,0.9,155,1,3,0.714285714,0.23015873,1,1,5.952380952,1,0.9524,1
WorkFlow,1,pl.workflow.model.stepprocess.CModelStepProcess,7,2,0,7,8,15,4,3,7,0.833333333,34,1,2,0.5,0.357142857,0,0,3.428571429,1,0.8571,0
WorkFlow,1,pl.workflow.model.project.CModelProject,13,2,0,8,14,66,6,2,13,0.916666667,64,1,1,0.333333333,0.292307692,0,0,3.461538462,1,0.9231,0
WorkFlow,1,pl.workflow.model.user.role.CModelRole,7,2,0,6,10,7,5,1,7,0.666666667,42,1,0,0.5,0.476190476,1,1,4.714285714,2,1,0
WorkFlow,1,pl.workflow.action.project.CActionProject,51,3,0,9,90,999,0,9,50,0.920952381,468,1,4,0.5,0.174019608,1,1,7.764705882,1,0.9804,1
WorkFlow,1,pl.workflow.services.UserServiceImpl,21,1,0,14,67,124,4,10,21,0.83,293,1,5,0,0.180952381,0,0,12.71428571,6,1.4762,1
WorkFlow,1,pl.workflow.model.message.CModelMessage,15,2,0,5,17,87,3,2,15,0.918367347,78,1,2,0.3,0.293333333,0,0,3.733333333,1,0.9333,1
WorkFlow,1,pl.workflow.model.dao.user.role.CDaoRole,7,4,0,5,14,21,1,4,7,2,40,0,0,0.8125,0.371428571,0,0,4.714285714,1,0.8571,1
WorkFlow,1,pl.resources.CustomMysqlDialect,2,5,0,1,3,1,0,1,2,2,7,0,0,0.99382716,1,0,0,2.5,1,0.5,0
WorkFlow,1,pl.workflow.action.user.role.CActionRoleDoTheWork,15,3,0,3,24,43,0,3,15,0.833333333,112,1,1,0.78125,0.266666667,1,1,6.066666667,1,0.9333,0
