name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
E-Learning,1,pl.elearning.model.CObiektBazowy,9,1,9,18,10,28,17,1,9,0.875,44,1,0,0,0.481481481,0,0,3.444444444,1,0.8889,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.IUzytkownikPola,9,1,0,2,9,36,2,0,9,2,9,0,0,0,1,0,0,0,1,1,0
E-Learning,1,pl.elearning.logika.utils.CAkcjaUtils,2,1,0,0,10,1,0,0,1,1,123,0.2,0,0,1,0,0,58,0,0,0
E-Learning,1,pl.elearning.model.uzytkownik.grupa.CModelUzytkownikGrupa,5,2,0,6,6,6,4,2,5,0.75,24,1,0,0.666666667,0.7,0,0,3.4,1,0.8,0
E-Learning,1,pl.elearning.model.uzytkownik.IBazaModelAdres,0,1,0,1,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.grupa.CAkcjaUzytkownikGrupaDodaj,7,5,0,4,14,9,0,4,7,0.666666667,58,1,0,0.872340426,0.642857143,1,1,7,2,1,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.CAkcjaUzytkownikRolaEdytuj,12,5,0,4,18,18,0,4,12,0.763636364,100,1,2,0.788461538,0.283333333,1,1,6.916666667,2,1.0833,0
E-Learning,1,pl.elearning.model.uzytkownik.IBazaLaczenieUzytkownikRola,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
E-Learning,1,pl.elearning.model.uzytkownik.CModelAdres,16,2,0,5,19,74,3,2,16,0.855555556,105,1,0,0.363636364,0.375,1,1,5.1875,3,1,0
E-Learning,1,pl.elearning.web.akcja.CAkcjaBazowa,4,3,6,7,6,4,6,1,4,0.666666667,18,1,0,0.925,0.625,0,0,3.25,1,0.75,0
E-Learning,1,pl.elearning.model.dao.uzytkownik.CDaoUzytkownik,10,4,0,6,19,45,1,5,10,2,68,0,0,0.769230769,0.285714286,0,0,5.8,2,1,1
E-Learning,1,pl.elearning.model.dao.uzytkownik.grupa.CDaoUzytkownikGrupa,8,4,0,6,16,28,1,5,8,2,47,0,0,0.810810811,0.333333333,0,0,4.875,1,0.875,0
E-Learning,1,pl.elearning.model.uzytkownik.CModelUzytkownik,15,2,0,10,16,91,8,2,15,0.928571429,74,0.857142857,0,0.363636364,0.366666667,0,0,3.466666667,1,0.9333,0
E-Learning,1,pl.elearning.model.uzytkownik.IBazaModelUzytkownik,0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.CAkcjaBazowaUzytkownik,3,4,6,8,6,1,6,2,2,0.75,21,1,1,0.975609756,0.75,0,0,5.333333333,1,0.3333,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.rola.IRolaPola,2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.rola.CAkcjaRolaUsun,4,5,0,3,9,0,0,3,4,0.333333333,38,1,0,0.931818182,0.625,2,2,8.25,1,0.75,0
E-Learning,1,pl.elearning.web.akcja.kurs.CAkcjaBazowaKurs,3,4,7,10,4,3,7,3,3,1,16,1,2,0.952380952,0.555555556,0,0,3.666666667,1,0.6667,0
E-Learning,1,pl.elearning.model.dao.ADaoBazowy,18,3,7,21,47,153,10,14,2,2,296,0,0,0.433333333,0.255555556,0,0,15.44444444,5,1.4444,0
E-Learning,1,pl.elearning.web.akcja.kurs.CAkcjaKursUsun,4,5,0,3,9,0,0,3,4,0.333333333,38,1,0,0.933333333,0.625,2,2,8.25,1,0.75,0
E-Learning,1,pl.elearning.web.akcja.CAkcjaLoguj,2,4,0,1,4,1,0,1,2,2,8,0,0,0.975609756,1,1,1,3,1,0.5,0
E-Learning,1,pl.elearning.model.slownik.CModelSlownik,1,2,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.rola.CAkcjaRolaDodaj,7,5,0,4,14,9,0,4,7,0.666666667,58,1,0,0.872340426,0.642857143,1,1,7,2,1,0
E-Learning,1,pl.elearning.web.akcja.CAkcjaBladLogowania,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
E-Learning,1,pl.elearning.model.kurs.CModelKurs,11,2,0,9,12,45,6,3,11,0.9,54,0.8,1,0.444444444,0.363636364,0,0,3.454545455,1,0.9091,0
E-Learning,1,pl.elearning.logika.uzytkownik.CLogikaUzytkownik,14,1,0,13,38,33,9,4,14,0.576923077,209,1,2,0,0.258928571,0,0,13.78571429,6,1.7143,0
E-Learning,1,pl.elearning.model.dao.kurs.IBazaModelKurs,0,1,0,1,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.grupa.CAkcjaBazowaUzytkownikGrupa,2,4,3,5,3,1,3,2,2,1,10,1,1,0.975609756,0.75,0,0,3.5,1,0.5,0
E-Learning,1,pl.elearning.model.kurs.CModelKursTyp,3,2,0,8,4,1,6,2,3,0.5,14,1,0,0.8,0.666666667,0,0,3.333333333,1,0.6667,0
E-Learning,1,pl.elearning.model.uzytkownik.grupa.CModelGrupaTyp,1,2,0,2,2,0,1,1,1,2,4,0,0,1,1,0,0,3,0,0,0
E-Learning,1,pl.elearning.web.akcja.uzytkownik.grupa.CAkcjaUzytkownikDodajDoGrupy,4,5,0,2,9,0,0,2,4,0,30,1,0,0.931818182,0.625,1,1,6.25,1,0.75,0
E-Learning,1,pl.elearning.logika.uzytkownik.grupa.CLogikaUzytkownikGrupa,7,1,0,6,13,0,4,2,7,0.166666667,39,1,1,0,0.342857143,0,0,4.428571429,1,0.8571,0
E-Learning,1,pl.elearning.logika.kurs.CLogikaKurs,21,1,0,14,48,110,8,6,21,0.75,181,1,3,0,0.206349206,0,0,7.476190476,3,1.1429,1
