Name,version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
prop-3,225,7,5,0,21,23,9,0,21,2,0.888888889,87,0,0,0.827586207,0.466666667,3,4,11,1,0.7143,0
prop-3,225,4,3,0,5,16,4,0,5,3,0.888888889,66,0.333333333,0,0.909090909,0.666666667,1,2,14.75,2,0.75,0
prop-3,225,3,3,0,21,28,3,0,21,2,2,134,0,0,0.75,0.444444444,1,1,43.66666667,7,3.3333,0
prop-3,225,5,5,0,23,28,4,0,23,1,0.916666667,127,0,0,0.888888889,0.666666667,2,3,23.8,1,0.6,0
prop-3,225,5,4,0,14,21,4,1,13,4,0.9375,97,0,0,0.888888889,0.583333333,3,5,17.6,1,0.6,0
prop-3,225,4,3,5,28,33,6,5,23,2,1.083333333,205,0.25,0,0.75,0.5,1,2,49.25,1,0.75,4
prop-3,225,4,1,0,146,7,2,146,0,2,0.814814815,94,0.333333333,6,0,0.5,0,0,20.25,1,0.5,0
prop-3,225,2,3,0,20,26,1,0,20,2,2,84,0,0,0.857142857,0.666666667,0,0,41,1,0.5,0
prop-3,225,2,3,0,10,6,1,0,10,2,2,19,0,0,0.857142857,0.666666667,1,1,8.5,1,0.5,0
prop-3,225,5,5,0,25,28,10,0,25,1,1.083333333,115,0,0,0.888888889,0.666666667,2,3,21.4,1,0.6,0
prop-3,225,9,6,0,25,51,24,1,25,1,0.96875,260,0.25,0,0.815789474,0.708333333,4,9,27.44444444,1,0.7778,1
prop-3,225,4,4,0,26,45,6,0,26,2,1.333333333,365,1,0,0.785714286,0.5,1,1,90,4,2.25,0
prop-3,225,4,5,0,6,11,4,0,6,1,1,37,0,0,0.923076923,0.555555556,2,2,7.5,1,0.5,0
prop-3,225,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,0
prop-3,225,5,6,0,15,39,4,1,14,4,0.916666667,188,0,0,0.892857143,0.666666667,3,3,36,1,0.6,0
prop-3,225,10,4,0,38,68,37,5,33,8,0.944444444,475,0,0,0.80952381,0.740740741,4,9,46.1,2,0.9,0
prop-3,225,3,4,0,8,7,3,0,8,1,2,19,0,0,0.857142857,0.666666667,2,2,5.333333333,1,0.6667,0
prop-3,225,7,5,0,12,17,15,1,11,2,0.944444444,67,0,0,0.827586207,0.666666667,3,3,8.142857143,2,0.8571,0
prop-3,225,8,5,0,19,24,16,0,19,2,0.904761905,112,0,0,0.777777778,0.428571429,3,6,12.625,5,1.25,1
prop-3,225,2,4,0,23,25,1,0,23,2,2,160,0,0,0.916666667,0.625,2,2,79,1,0.5,0
prop-3,225,2,3,0,12,9,1,0,12,2,2,31,0,0,0.857142857,0.625,1,1,14.5,1,0.5,0
prop-3,225,5,1,0,35,68,0,2,33,0,0.75,413,0.666666667,1,0,0.5,0,0,80.4,14,4.2,1
prop-3,225,7,4,0,11,18,21,0,11,4,1.023809524,120,0.285714286,0,0.838709677,0.444444444,1,2,15.14285714,4,1.2857,0
prop-3,225,2,2,0,11,13,1,0,11,2,2,53,0,0,0.8,0.666666667,1,1,25.5,1,0.5,0
prop-3,225,2,4,0,22,36,1,0,22,2,1,189,0,0,0.916666667,0.625,1,1,93,1,0.5,0
prop-3,225,7,5,0,12,17,15,1,11,2,0.944444444,63,0,0,0.827586207,0.666666667,3,3,7.571428571,2,0.8571,0
prop-3,225,2,1,0,9,8,1,4,5,1,2,26,0,0,0,0.5,0,0,12,4,2,0
prop-3,225,2,4,0,15,14,1,0,15,2,2,56,0,0,0.888888889,0.666666667,2,2,27,1,0.5,0
prop-3,225,4,5,0,9,14,4,0,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
prop-3,225,5,5,0,7,12,8,0,7,2,1,58,0,0,0.888888889,0.5,3,3,10,1,0.6,0
prop-3,225,2,3,6,13,9,1,6,7,2,2,22,0,0,0.952380952,0.666666667,0,0,10,1,0.5,0
prop-3,225,2,3,0,12,8,1,0,12,2,2,28,0,0,0.857142857,0.6,1,1,13,2,1,0
prop-3,225,5,4,0,4,7,10,0,4,1,2,18,0,0,0.777777778,0.6,2,3,2.6,1,0.8,2
prop-3,225,8,4,26,46,30,24,26,20,3,0.928571429,189,0.25,0,0.769230769,0.404761905,2,4,22.125,5,1.625,0
prop-3,225,10,3,4,27,48,43,4,23,8,0.826388889,549,0.0625,0,0.71875,0.23,0,0,52.3,20,3.2,0
prop-3,225,2,3,0,12,10,1,0,12,2,2,29,0,0,0.857142857,0.6,1,1,13.5,1,0.5,0
prop-3,225,5,6,0,26,46,4,2,24,4,0.916666667,175,0,0,0.903225806,0.666666667,4,4,33.4,1,0.6,0
prop-3,225,2,3,0,13,14,1,0,13,2,2,48,0,0,0.958333333,0.666666667,2,2,23,1,0.5,0
prop-3,225,1,1,0,4,1,0,3,1,1,2,3,0,0,0,1,0,0,0,1,1,0
prop-3,225,2,3,0,5,15,1,0,5,2,1,63,0,0,0.857142857,0.666666667,0,0,30,3,1.5,0
prop-3,225,2,3,0,5,6,1,0,5,2,2,20,0,0,0.833333333,0.666666667,2,2,9,1,0.5,0
prop-3,225,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
prop-3,225,4,5,0,9,13,4,0,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
prop-3,225,3,3,0,11,10,3,0,11,2,2,31,0,0,0.92,0.555555556,2,2,9.333333333,1,0.6667,0
prop-3,225,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,0
prop-3,225,4,4,0,12,13,6,0,12,1,2,49,0,0,0.8125,0.4,2,3,11.25,1,0.75,0
prop-3,225,7,5,0,23,30,15,0,23,3,0.944444444,134,0,0,0.827586207,0.4,3,4,17.71428571,2,0.8571,0
prop-3,225,45,1,0,50,221,858,1,49,6,0.907342657,2883,0.538461538,0,0,0.276859504,0,0,62.77777778,8,1.7556,1
prop-3,225,6,4,0,29,37,7,5,24,3,0.9,188,0.25,0,0.878787879,0.533333333,4,8,29.66666667,2,0.8333,0
prop-3,225,8,5,0,25,26,16,0,25,3,0.904761905,114,0,0,0.8,0.666666667,3,3,12.875,1,0.75,0
prop-3,225,2,3,0,34,45,1,0,34,2,2,187,0,0,0.958333333,0.666666667,2,2,92.5,1,0.5,0
prop-3,225,7,4,0,21,35,9,3,18,5,0.875,194,0,0,0.871794872,0.611111111,3,4,26.14285714,2,0.8571,0
prop-3,225,2,3,0,6,6,1,0,6,2,2,20,0,0,0.857142857,0.625,1,1,9,1,0.5,0
prop-3,225,2,3,6,11,7,1,6,5,2,2,17,0,0,0.952380952,0.666666667,0,0,7.5,1,0.5,0
prop-3,225,2,3,0,14,8,1,0,14,2,2,32,0,0,0.857142857,0.6,1,1,15,1,0.5,1
prop-3,225,2,3,0,19,18,1,0,19,2,2,78,0,0,0.857142857,0.6,1,1,38,3,1.5,0
prop-3,225,3,1,0,2,11,0,0,2,1,0.5,36,0,0,0,0.5,0,0,10.33333333,2,0.6667,0
prop-3,225,2,3,0,17,12,1,0,17,2,2,76,0,0,0.857142857,0.6,1,1,37,2,1,0
prop-3,225,4,5,0,6,11,4,0,6,1,1,37,0,0,0.923076923,0.555555556,2,2,7.5,1,0.5,0
prop-3,225,5,5,0,12,17,8,0,12,1,1,64,0,0,0.888888889,0.666666667,2,3,11.2,1,0.6,0
prop-3,225,2,4,0,33,41,1,0,33,2,2,244,1,0,0.916666667,0.625,1,1,120.5,1,0.5,0
prop-3,225,13,4,1,49,59,34,23,26,10,0.854166667,372,0.25,0,0.65625,0.416666667,3,4,27.30769231,2,1,0
prop-3,225,2,3,0,14,15,1,0,14,2,2,61,0,0,0.857142857,0.625,1,1,29.5,1,0.5,0
prop-3,225,9,4,0,13,22,24,2,11,7,0.95,152,0,0,0.740740741,0.53125,2,3,15.33333333,2,0.8889,0
prop-3,225,4,3,0,5,16,4,0,5,3,0.888888889,66,0.333333333,0,0.909090909,0.666666667,1,2,14.75,2,0.75,0
prop-3,225,5,5,0,3,17,10,0,3,1,2,57,0,0,0.945205479,1,3,3,10.4,1,0.8,0
prop-3,225,4,3,0,10,18,0,0,10,2,0.75,120,0.5,0,0.9,0.5,0,0,28,3,1,0
prop-3,225,5,5,0,7,12,8,0,7,2,1,50,0,0,0.888888889,0.5,3,3,8.4,1,0.6,0
prop-3,225,5,5,0,3,18,10,0,3,1,2,67,0,0,0.945205479,1,3,3,12.4,1,0.8,0
prop-3,225,2,3,0,12,8,1,0,12,2,2,34,0,0,0.857142857,0.625,1,1,16,3,1.5,0
prop-3,225,4,5,0,9,13,4,0,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
prop-3,225,9,1,2,14,44,30,2,12,5,0.84375,267,0.25,0,0,0.35,0,0,28.22222222,6,1.6667,0
prop-3,225,6,5,0,13,19,9,0,13,2,0.933333333,74,0,0,0.857142857,0.6,3,3,10.83333333,1,0.6667,0
prop-3,225,2,4,0,15,14,1,0,15,2,2,56,0,0,0.888888889,0.666666667,2,2,27,1,0.5,0
prop-3,225,2,2,0,7,9,1,0,7,2,2,29,0,0,0.8,0.666666667,1,1,13.5,1,0.5,0
prop-3,225,2,4,0,11,9,1,0,11,2,2,32,0,0,0.9,0.666666667,1,1,15,1,0.5,0
prop-3,225,4,5,0,15,22,4,0,15,1,1,83,0,0,0.923076923,0.555555556,2,2,19,1,0.5,0
