Name,version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
prop-5,347,1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,0
prop-5,347,3,1,0,13,33,3,0,13,3,1.285714286,149,0.142857143,0,0,0.666666667,0,0,46.33333333,4,1.6667,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,20,0,0,0,0,0,0,12,0,0,0
prop-5,347,3,1,0,8,20,3,0,8,3,1.125,135,0,0,0,0.666666667,0,0,42.66666667,4,1.6667,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,21,0,0,0,0,0,0,12,0,0,0
prop-5,347,2,1,0,9,20,1,0,9,2,1,86,0,0,0,0.625,0,0,41.5,4,2,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,21,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,26,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,2,5,0,2,0,0,2,22,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,23,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,2,5,0,1,1,0,2,21,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,51,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,26,0,0,0,0,0,0,12,0,0,0
prop-5,347,3,1,0,10,20,3,0,10,3,1.125,102,0,0,0,0.666666667,0,0,31.66666667,4,1.6667,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,2,0,0,0,1,2,47,0,0,0,1,0,0,3,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,51,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,26,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,21,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,20,0,0,0,0,0,0,12,0,0,0
prop-5,347,3,1,0,7,15,1,0,7,3,1,96,0,0,0,0.666666667,0,0,30,3,1.6667,0
prop-5,347,2,1,0,10,23,1,0,10,2,1.333333333,112,0,0,0,0.625,0,0,53.5,8,4,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,19,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,24,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,24,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,22,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,0,5,0,0,0,0,2,20,0,0,0,0,0,0,12,0,0,0
prop-5,347,1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,0
prop-5,347,3,1,0,10,31,3,0,10,3,1.375,123,0,0,0,0.666666667,0,0,38.66666667,2,1,0
