name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
Berek,1,przedszkole.TabelaModelDzieciWGrupach,7,2,0,2,14,3,1,1,7,0.583333333,89,1,0,0.727272727,0.571428571,1,1,11.42857143,2,1.2857,0
Berek,1,przedszkole.TabelaModelDzieci,8,2,0,2,17,2,1,1,8,0.571428571,162,1,0,0.695652174,0.583333333,1,1,19,8,2.375,0
Berek,1,przedszkole.PrzypadkiUzycia,38,1,0,14,38,703,8,9,38,2,38,0,0,0,0.242105263,0,0,0,1,1,0
Berek,1,przedszkole.Klienci,10,1,0,9,57,0,4,5,9,0.111111111,510,1,0,0,0.425,0,0,49.9,3,1.1,5
Berek,1,przedszkole.Grupa,28,1,0,19,83,172,12,9,24,0.782407407,800,1,0,0,0.178571429,1,1,27.28571429,23,2.5357,1
Berek,1,przedszkole.Prowadzacy,36,1,0,11,45,214,11,0,34,0.747252747,774,0.923076923,0,0,0.331428571,1,1,20.13888889,52,2.9444,1
Berek,1,przedszkole.Utils,7,1,0,5,13,21,5,0,7,2,88,0,0,0,0.428571429,0,0,11.57142857,4,2,0
Berek,1,przedszkole.RamkaKalendarza,2,5,0,4,8,1,2,3,1,1.5,37,1,0,1,1,0,0,16.5,0,0,0
Berek,1,gui.Logowanie,11,5,0,9,80,41,5,8,1,0.813043478,829,1,1,0.979035639,0.381818182,0,0,72.27272727,7,2,3
Berek,1,gui.OknoPowiazaniaProwadzacego,19,6,0,13,89,113,9,11,1,0.744444444,839,0.6,4,0.966442953,0.175438596,0,0,42.10526316,7,1.4211,5
Berek,1,gui.guiJFrame,6,6,0,10,34,11,6,9,2,0.988888889,261,0.111111111,1,0.990825688,0.5,0,0,39.5,1,0.6667,8
Berek,1,przedszkole.Kadra,10,1,0,6,49,0,1,5,9,0.111111111,473,1,0,0,0.425,0,0,46.2,3,1.1,2
Berek,1,przedszkole.TabelaModelGrupy,8,2,0,3,18,2,2,1,8,0.666666667,246,0.666666667,0,0.695652174,0.583333333,1,1,29.375,7,2,0
Berek,1,gui.Klienci,84,5,0,44,313,3022,34,44,5,0.880120482,5924,0.95,5,0.849090909,0.201058201,0,0,68.57142857,49,2.5119,8
Berek,1,przedszkole.TabelaModelKlienci,8,2,0,3,17,2,2,1,8,0.571428571,205,1,0,0.695652174,0.583333333,1,1,24.375,7,2,0
Berek,1,przedszkole.Dziecko,24,1,0,12,51,130,9,4,23,0.77173913,584,0.875,0,0,0.242236025,1,1,23,28,2.4167,3
Berek,1,pl.berek.connector.impl.RachunekServiceImpl,6,1,0,9,22,11,1,8,5,0.8,90,1,0,0,0.666666667,0,0,13.66666667,1,0.6667,0
Berek,1,pl.berek.connector.client.ServiceException,4,3,0,2,8,6,2,0,4,1.333333333,21,1,0,1,0.666666667,0,0,4,0,0,0
Berek,1,pl.berek.connector.dao.RachunekDAO,3,2,0,6,20,3,1,5,2,1.4,100,1,0,0.666666667,0.666666667,0,0,30.66666667,1,0.3333,0
Berek,1,pl.berek.connector.client.RachunekService,4,1,0,4,4,6,2,2,4,2,4,0,0,0,1,0,0,0,1,1,0
Berek,1,pl.berek.connector.client.ServicesFactory,3,1,0,2,6,3,0,2,1,1.5,17,1,0,0,0.666666667,0,0,4,1,0.6667,0
Berek,1,pl.berek.connector.beans.RachunekBean,15,1,0,3,16,91,3,0,15,0.928571429,74,1,0,0,0.366666667,0,0,3.466666667,1,0.9333,0
Berek,1,przedszkole.TabelaModelZajecia,8,2,0,3,19,2,2,1,8,0.571428571,247,1,0,0.695652174,0.583333333,1,1,29.625,8,2.125,0
