name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
Skarbonka,1,skarbonka.raports.GenerateSummaryCostInterface,10,1,0,4,10,45,2,2,10,2,10,0,0,0,0.271428571,0,0,0,1,1,0
Skarbonka,1,skarbonka.IncomeControlerInterface,1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
Skarbonka,1,skarbonka.raports.RaportsJPanel,12,5,0,14,67,60,4,13,5,0.761363636,772,1,0,0.976987448,0.35,0,0,62,1,0.9167,0
Skarbonka,1,skarbonka.raports.YearRaportViewInterface,2,1,0,1,2,1,1,0,2,2,2,0,0,0,1,0,0,0,1,1,0
Skarbonka,1,skarbonka.raports.MonthRaportControler,4,1,0,8,22,4,1,7,3,0.833333333,125,1,2,0,0.5,0,0,29.75,1,0.75,0
Skarbonka,1,skarbonka.listModelCostType,1,1,0,0,2,0,0,0,0,2,4,0,0,0,1,0,0,3,0,0,0
Skarbonka,1,skarbonka.AddIncomeJPanel,13,5,0,7,60,74,3,6,8,0.841666667,478,0.9,1,0.974947808,0.292307692,0,0,35,2,1,0
Skarbonka,1,skarbonka.DataValidation,21,1,0,5,50,210,4,2,20,1.05,370,0,0,0,0.299319728,0,0,16.52380952,8,2.619,1
Skarbonka,1,skarbonka.MainJFrame,2,6,0,7,25,1,1,6,1,0,198,1,7,0.997690531,1,0,0,93,1,0.5,1
Skarbonka,1,skarbonka.JDialogInvoiceCostEditor,8,6,0,8,48,18,3,7,4,0.785714286,306,1,3,0.983568075,0.40625,0,0,36.5,5,1.375,2
Skarbonka,1,skarbonka.raports.YearRaportDAO,5,1,0,2,16,10,1,1,5,2,182,0,0,0,0.9,0,0,35.4,1,0.8,0
Skarbonka,1,skarbonka.raports.MonthRaportViewInferface,2,1,0,3,2,1,3,0,2,2,2,0,0,0,1,0,0,0,1,1,0
Skarbonka,1,skarbonka.raports.MonthRaportException,1,3,0,5,2,0,5,0,1,2,5,0,0,1,1,0,0,4,0,0,0
Skarbonka,1,skarbonka.AddInvoicePanel,8,5,0,8,60,22,3,7,1,0.571428571,258,1,2,0.985232068,0.5,0,0,30.75,4,1.25,0
Skarbonka,1,skarbonka.MONEY_SOURCE,4,2,0,25,7,4,25,0,2,0.916666667,56,0.25,4,0.846153846,0.444444444,1,1,12,1,0.5,0
Skarbonka,1,skarbonka.raports.DepartmentsRateViewInterface,3,1,0,4,3,3,3,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
Skarbonka,1,skarbonka.raports.DepartmentsRate,30,1,0,10,53,333,5,6,24,0.844827586,994,0.75,1,0,0.235632184,0,0,31.86666667,19,1.9,1
Skarbonka,1,skarbonka.AddIncomeControler,2,1,0,6,30,0,1,5,2,0,162,1,3,0,0.6,0,0,78.5,8,4,0
Skarbonka,1,skarbonka.raports.BadInputDataException,1,3,0,6,2,0,6,0,0,2,5,0,0,1,1,0,0,4,0,0,0
Skarbonka,1,skarbonka.Main,2,1,0,1,5,1,0,1,2,2,13,0,0,0,0.5,0,0,5.5,1,0.5,0
Skarbonka,1,skarbonka.raports.YearRaportControler,3,1,0,15,46,0,1,14,2,0.5,575,1,0,0,0.666666667,0,0,190,1,0.3333,0
Skarbonka,1,skarbonka.raports.GenerateDocumentException,1,3,0,5,2,0,5,0,0,2,5,0,0,1,1,0,0,4,0,0,0
Skarbonka,1,skarbonka.raports.GenerateSummaryCost,19,1,0,17,57,123,1,16,11,0.822222222,606,1,1,0,0.233918129,0,0,30.36842105,1,0.9474,0
Skarbonka,1,skarbonka.raports.DepartmentsRateDAO,4,1,0,7,23,6,1,7,4,1.333333333,261,1,0,0,0.6875,0,0,64,1,0.75,0
Skarbonka,1,skarbonka.AssignCostToDepartmentPanel,29,5,0,10,109,318,7,7,8,0.763736264,1541,1,1,0.94534413,0.214285714,0,0,51.24137931,16,3.1034,0
Skarbonka,1,skarbonka.InvoiceCostDAO,4,1,0,5,32,6,2,3,3,2,526,0,0,0,0.416666667,0,0,130.5,1,0.75,0
Skarbonka,1,skarbonka.Income,17,1,0,3,25,44,2,2,15,0.675,177,1,2,0,0.3,1,1,9.117647059,6,1.1176,0
Skarbonka,1,skarbonka.raports.DepartmentsRateExistException,1,3,0,3,2,0,3,0,1,2,4,0,0,1,1,0,0,3,0,0,0
Skarbonka,1,skarbonka.raports.YearRaportModel,4,1,0,2,10,4,1,1,3,0.666666667,323,1,0,0,0.75,0,0,79.5,1,0.75,0
Skarbonka,1,skarbonka.raports.DepartmentsRateJPanel,12,5,0,11,67,48,4,10,5,0.775119617,1410,1,0,0.976987448,0.333333333,0,0,113.3333333,3,1.3333,0
Skarbonka,1,skarbonka.raports.MonthRaportControlerInterface,2,1,0,5,2,1,2,3,2,2,2,0,0,0,0.625,0,0,0,1,1,0
Skarbonka,1,skarbonka.raports.DepartmentsRateControler,9,1,0,8,27,28,1,7,4,0.75,315,1,1,0,0.45,0,0,33.77777778,1,0.7778,1
Skarbonka,1,skarbonka.raports.INVOICE_COST_TYPE,5,2,0,1,8,6,1,0,3,0.931818182,139,0.181818182,10,0.785714286,0.416666667,1,1,24.6,1,0.6,0
Skarbonka,1,skarbonka.IncomeDAO,4,1,0,3,22,6,1,3,4,2,174,0,0,0,0.875,0,0,42.5,1,0.75,0
Skarbonka,1,skarbonka.raports.MonthRaportModelIterface,9,1,0,5,9,36,2,3,9,2,9,0,0,0,0.361111111,0,0,0,1,1,0
Skarbonka,1,skarbonka.FindInvoiceDTO,11,1,0,1,12,25,1,0,11,0.8,69,1,0,0,0.431818182,0,0,4.818181818,1,0.9091,0
Skarbonka,1,skarbonka.DBConnector,11,1,0,8,53,0,7,2,9,0.64,501,0.6,1,0,0.385714286,0,0,44.09090909,3,1.0909,1
Skarbonka,1,skarbonka.FindInvoicePanel,15,5,0,9,80,91,4,8,3,0.847619048,1172,1,2,0.970893971,0.247619048,0,0,76.13333333,3,1.4,1
Skarbonka,1,skarbonka.InvoiceJPanel,11,5,0,5,61,19,2,3,5,0.675,599,1,0,0.979035639,0.272727273,0,0,52.36363636,7,1.4545,1
Skarbonka,1,skarbonka.InvoiceCostCellEditor,6,2,0,6,26,3,3,5,6,0.7,85,1,2,0.642857143,0.285714286,0,0,12.83333333,1,0.8333,2
Skarbonka,1,skarbonka.raports.DepartmentsRateControlerInterface,3,1,0,5,3,3,2,3,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
Skarbonka,1,skarbonka.InvoiceCostTableModel,11,2,0,4,30,31,2,2,8,0.733333333,797,1,0,0.64,0.575757576,1,1,71.18181818,29,5.2727,0
Skarbonka,1,skarbonka.IncomeVievInterface,7,1,0,2,7,21,2,0,7,2,7,0,0,0,0.428571429,0,0,0,1,1,0
Skarbonka,1,skarbonka.raports.MonthRaportModel,16,1,0,12,74,68,1,11,12,0.816666667,1356,1,2,0,0.1875,0,0,83.25,5,1.3125,0
Skarbonka,1,skarbonka.InvoiceCost,23,1,0,12,40,7,11,3,21,0.962566845,427,0.264705882,2,0,0.220779221,1,1,16.08695652,14,1.6087,0
